id	echaAlta	codigo	denominacion	precio	publicado
680	04/07/2019 18:12:52	7790520014870	CANASTA PARA INODORO 2U MR MUSCULO PASTILLA	54,15	N
681	04/07/2019 18:12:52	7790520010506	CANASTA PARA INODORO 1U MR MUSCULO DISCOS ACTIVOS	45,6	N
682	04/07/2019 18:12:52	7798092961950	ROLLO DE COCINA 5M MAKE PAPEL ALUMINIO	41,32	N
683	04/07/2019 18:12:52	7798092963305	ROLLO DE COCINA 5M MAKE PAPEL MANTECA	37,05	N
684	04/07/2019 18:12:52	7798092961967	ROLLO DE COCINA 30M MAKE FILM ADHERENTE	41,32	N
685	04/07/2019 18:12:52	7798033120095	SOPAPA 1U GENERICO NEGRA	33,06	N
686	04/07/2019 18:12:52	7795864000046	SOPAPA 1U GENERICO ROJA	33,06	N
687	04/07/2019 18:12:52	7792459000634	CEPILLO 1U LA GAUCHITA PLANCHITA	36,75	N
688	04/07/2019 18:12:52	7798092964098	PALA 1U MAKE CON GOMA	28,5	N
689	04/07/2019 18:12:52	7796613303852	SECADOR 1U CLEAN DOBLE 30CM	34,2	N
690	04/07/2019 18:12:52	7795864000022	SECADOR SUPERGOMA NUM 40 ROJO	61,98	N
691	04/07/2019 18:12:53	7805000459185	SUN X 1KG PROGRESS SAL	278,66	N
692	04/07/2019 18:12:53	7793010207530	BROCHES 12U CHE BROCHE DE PLASTICO	37,190115	N
693	04/07/2019 18:12:53	7798092961004	BOLSA DE RESIDUO 10U MAKE 50x70	24,79341	N
694	04/07/2019 18:12:53	7798092962513	PAÑO 1U MAKE 50X58 CM EXTRA SUAVE	17,1	N
695	04/07/2019 18:12:53	7798092964128	PAÑO 1U MAKE REJILLA DOBLE 32X37 CM	24,79341	N
696	04/07/2019 18:12:53	7798092963978	PAÑO 1U MAKE 48X60 CM	45	N
697	04/07/2019 18:12:53	7791625004490	PAÑO 3U EXTRALIMP 38X40 CM	70	N
698	04/07/2019 18:12:53	7791625001697	ESCOBA 1U EXTRALIMP SIN PALO	132,23152	N
699	04/07/2019 18:12:53	7791140010532	JERINGA INSECTICIDA 1U ULTRA CUCARACHAS	37,05	N
700	04/07/2019 18:12:53	7791190003607	FOSFOROS 220U RODEO TRADICIONAL	16,12	N
701	04/07/2019 18:12:53	7796828000041	GUANTES DE LATEX 2U PREFERIDOS CHICO NUM 7 A 7.5	91,91	N
702	04/07/2019 18:12:53	7794218106328	JABON EN BARRA 200G ARGENTINO BLANCOS PERFECTOS	17,215	N
703	04/07/2019 18:12:53	7791290010734	ALA JABON REGULAR X 200GR	23,59	N
704	04/07/2019 18:12:53	7791290010741	ALA JABON REGULAR 2X200GR	46,57	N
705	04/07/2019 18:12:53	7793253386160	ESTROPAJO 1U MORTIMEX LIMPIEZA FUERTE	11,4	N
706	04/07/2019 18:12:54	7896001004528	ESPONJA 1U ESFREBUM MULTIUSO	14,25	N
707	04/07/2019 18:12:54	7791130001595	JABON LIQUIDO 450CC WOOLITE ROPA BLANCA	42,75	N
708	04/07/2019 18:12:54	7791130000154	LIQUIDO LIMPIADOR 400CC POLYCERA INCOLORO	84,5	N
709	04/07/2019 18:12:54	7791130002080	LIQUIDO LIMPIADOR 400CC POLYCERA NEGRO	84,25	N
710	04/07/2019 18:12:54	7791130002752	PROCENEX COCINA D/P X 500ML	48,09	N
711	04/07/2019 18:12:54	7791130002776	PROCENEX BAÑO D/P X 500ML	48,08	N
712	04/07/2019 18:12:54	7891130002240	QUITAMANCHA 400CC VANISH COLOR PROTECT	57,81	N
713	04/07/2019 18:12:54	7891150041691	QUITAMANCHAS 400CC ALA ROPA DE COLOR	35,81	N
714	04/07/2019 18:12:54	7891150057326	QUITAMANCHAS 400CC ALA ROPA BLANCA	35,81	N
715	04/07/2019 18:12:54	7791290006706	CIF CREMA X 450ML COCINA	39,34	N
716	04/07/2019 18:12:54	7791290010574	CIF ACTIVE GEL X 450ML DP LIMON VERDE	46,45	N
717	04/07/2019 18:12:54	7790520010599	LIQUIDO LIMPIADOR 500CC LYSOFORM ORIGINAL	33,05	N
718	04/07/2019 18:12:54	7790520012395	LIQUIDO LIMPIADOR 450CC MR MUSCULO BANO	42,89	Y
719	04/07/2019 18:12:54	7791290782310	LIQUIDO LIMPIADOR 500CC CIF POWER CREAM	42,75	N
720	04/07/2019 18:12:54	7791290007772	CIF X 500ML GTL ULTRABLANCO ANTIHONGOS	72,58	N
721	04/07/2019 18:12:54	7791290001534	LIQUIDO LIMPIADOR 500CC CIF BANO COCINA	42,75	N
722	04/07/2019 18:12:55	7793253001162	QUITAMANCHA 500CC TRENET CHAU MANCHAS	48,45	N
723	04/07/2019 18:12:55	7891150041486	ALA X 450ML QUITAMANCHAS SPRAY PRELAVADO	35,19	N
724	04/07/2019 18:12:55	7500435004633	ARIEL LIQUIDO X800ML AGUA FRIA	133,88	N
725	04/07/2019 18:12:55	7798052020024	LAVANDINA 1L CARRERAS TRADICIONAL	28,925645	N
726	04/07/2019 18:12:55	7798052020017	LAVANDINA 2L CARRERAS TRADICIONAL	41,32235	N
727	04/07/2019 18:12:55	7791290011892	ALA MATIC X 400GR SOL	40,42	Y
728	04/07/2019 18:12:55	7891150042155	ALA X 400GR QUITAMANCHAS	48,4	N
729	04/07/2019 18:12:55	7791290010826	DRIVE MATIC X 400GR ROSAS Y LILAS	26,56	N
730	04/07/2019 18:12:55	7791290010888	DRIVE MATIC X 400GR HORT Y FLORES BLANCAS	26,56	N
731	04/07/2019 18:12:55	7790990992852	JABON EN POLVO 400G LIMZUL LAVADO A MANO	23,46	N
732	04/07/2019 18:12:55	7790990992883	JABON EN POLVO 400G LIMZUL MATIC	22,59	N
733	04/07/2019 18:12:55	7791290011953	JABON EN POLVO 800G ALA REGULAR CON VIVERE CLASICO	68,34	N
734	04/07/2019 18:12:55	7791290004122	SKIP X 800GR INTEL POLVO PERFECT BLACK	98,56	N
735	04/07/2019 18:12:55	7791290012615	SKIP X 800GR INTEL POLVO PERFECT RESULT	98,56	N
736	04/07/2019 18:12:55	7790387113327	YERBA 500G TARAGUI CON PALO ORIGEN CONTROLADO - ROJA	79,18	Y
737	04/07/2019 18:12:56	7790387013528	YERBA 500G TARAGUI LIVIANA	87,1	N
738	04/07/2019 18:12:56	7790387013450	YERBA 500G TARAGUI SIN PALO - AZUL	79,18	Y
739	04/07/2019 18:12:56	7790387013122	YERBA 500G TARAGUI CON PALO BCP - ROJA	81,97	Y
740	04/07/2019 18:12:56	7790710000164	YERBA 500G CBSE POMELO	67,43	Y
741	04/07/2019 18:12:56	7790710000225	YERBA 500G CBSE MIEL	39,9	N
742	04/07/2019 18:12:56	7790710000102	YERBA 500G CBSE HIERBAS SERRANAS	67,43	Y
743	04/07/2019 18:12:56	7790070506832	YERBA 500G CRUZ DE MALTA MENTA BOLDO	39,9	N
744	04/07/2019 18:12:56	7790070506801	YERBA 500G CRUZ DE MALTA NARANJA	39,9	N
745	04/07/2019 18:12:56	7790070506818	YERBA 500G CRUZ DE MALTA LIMON	39,9	N
746	04/07/2019 18:12:56	7790411000500	YERBA 500G ROSAMONTE SUAVE	130	Y
747	04/07/2019 18:12:56	7790411001507	YERBA 500G ROSAMONTE PLUS	98,22	Y
748	04/07/2019 18:12:56	7790411000050	YERBA 500G ROSAMONTE ORIGINAL	98,22	Y
749	04/07/2019 18:12:56	7790387015515	YERBA 500G LA MERCED DE MONTE	85,49	Y
750	04/07/2019 18:12:56	7790070506252	YERBA 500G CHAMIGO NARANJA	69	N
751	04/07/2019 18:12:56	7791680103206	YERBA 500G DON LUCAS SIN PALO	65,84	N
752	04/07/2019 18:12:57	7790387015225	YERBA 500G MAÃ‘ANITA CON PALO BCP	49,67	Y
753	04/07/2019 18:12:57	7791680101257	YERBA 500G LA HOJA CON PALO	57,36	Y
754	04/07/2019 18:12:57	7790070507112	YERBA 500G NOBLEZA GAUCHA AZUL	62,22	Y
755	04/07/2019 18:12:57	7793670000052	YERBA 500G VERDEFLOR HIERBAS SERRANAS	73,24	Y
756	04/07/2019 18:12:57	7794520441605	SNACK 600G KRACHITOS TRADICIONAL	89,48	N
757	04/07/2019 18:12:57	7790310006917	SNACK 150G DORITOS QUESO	79,46	N
758	04/07/2019 18:12:57	7790310922316	SNACK 150G LAYS CLASICAS	79,466	N
759	04/07/2019 18:12:57	7790310006894	SNACK 165G CHEETOS QUESO	79,46	N
760	04/07/2019 18:12:57	7790310007105	SNACK 165G 3D QUESO	79,46	N
761	04/07/2019 18:12:57	7794520431125	SNACK 120G KRACHITOS CORTE AMERICANO	28,5	N
762	04/07/2019 18:12:57	7794520442657	SNACK 65G KRACHITOS CORTE AMERICANO	17,1	N
763	04/07/2019 18:12:57	7794520441087	SNACK 65G KRACHITOS CLASICAS	17,1	N
764	04/07/2019 18:12:57	7794520865333	SNACK 55G KRACHITOS NACHOS QUESO	19,95	N
765	04/07/2019 18:12:57	7794520001021	SNACK 350G KRACHITOS PAPAS FRITAS PAY	34,2	N
766	04/07/2019 18:12:57	7794520441650	SNACK 55G KRACHITOS JAMON	17,1	N
767	04/07/2019 18:12:58	7794520000796	SNACK 65G KRACHITOS CHEDDAR	17,1	N
768	04/07/2019 18:12:58	7794520442121	SNACK 120G KRACHITOS PALITOS SALADOS	34,2	N
769	04/07/2019 18:12:58	7798171730477	SNACK 80G RAICES REMOLACHA BATATA	35	N
770	04/07/2019 18:12:58	7798171730019	SNACK 80G YUKITAS MANDIOCA	25,65	N
771	04/07/2019 18:12:58	7798171730392	SNACK 80G RUSTICAS PAPAS CON CASCARA	35	N
772	04/07/2019 18:12:58	7798171730026	SNACK 80G BATATITAS BATATA	25,65	N
773	04/07/2019 18:12:58	7802000009266	SNACK 140G LAYS STAX ORIGINAL	127,2	N
774	04/07/2019 18:12:58	7802000009280	SNACK 140G LAYS STAX QUESO CREMA Y CEBOLLA	127,2	N
775	04/07/2019 18:12:58	7802000009303	SNACK 140G LAYS STAX CHEDDAR	127,2	N
776	04/07/2019 18:12:58	38000185069	SNACK 124G PRINGLES BARBACOA	71,25	N
777	04/07/2019 18:12:58	7790310001431	SNACK 23G LAYS CLASICAS	22,25	N
778	04/07/2019 18:12:58	7790310981580	SNACK 25G 3D QUESO	22,25	N
779	04/07/2019 18:12:58	7790310001530	SNACK 23G DORITOS QUESO	22,25	N
780	04/07/2019 18:12:58	7790310981603	SNACK 25G CHEETOS QUESO	22,25	N
781	04/07/2019 18:12:58	7790310920398	SNACK 40G PEP RUEDITAS PIZZA	22,25	N
782	04/07/2019 18:12:59	7790310006818	SNACK 40G PEP PALITOS PANCETA	22,25	N
783	04/07/2019 18:12:59	7790310005286	SNACK 46G LAYS CLASICAS	34,97	N
784	04/07/2019 18:12:59	7790310982402	SNACK 105G CHEETOS QUESO	57,2233	N
785	04/07/2019 18:12:59	0655257738635	SNACK 180G SNACH NACHOS PICANTES	37,19	N
786	04/07/2019 18:12:59	0648260545956	SNACK 135G SNACH NACHOS QUESO EXTRA	34,2	N
787	04/07/2019 18:12:59	7790310982624	SNACK 86G LAYS PANCETA Y CEBOLLA	57,22	N
788	04/07/2019 18:12:59	7790310982587	SNACK 86G LAYS MOSTAZA SUAVE	57,22	N
789	04/07/2019 18:12:59	7790310982433	SNACK 86G LAYS JAMON SERRANO	57,223	N
790	04/07/2019 18:12:59	7790310982600	SNACK 86G LAYS BARBACOA	57,22	N
791	04/07/2019 18:12:59	7790310982440	SNACK 86G LAYS QUESO CREMA Y CEBOLLA	57,22	N
792	04/07/2019 18:12:59	7790310005309	SNACK 48G CHEETOS QUESO	34,97	N
793	04/07/2019 18:12:59	7790310005415	SNACK 48G 3D QUESO	34,97	N
794	04/07/2019 18:12:59	7790310005361	SNACK 46G DORITOS QUESO	34,97	N
795	04/07/2019 18:12:59	7790310982426	SNACK 95G LAYS CLASICAS	57,222	N
796	04/07/2019 18:12:59	7790310982389	SNACK 105G 3D QUESO	57,23	N
797	04/07/2019 18:13:00	7790310982419	SNACK 95G DORITOS QUESO	57,22	N
798	04/07/2019 18:13:00	7790310982662	SNACK 118G DE TODITO RECARGADO DORITOS	57,22	N
799	04/07/2019 18:13:00	7798146910323	SNACK 100G FEDE MANI SALADO	19,95	N
800	04/07/2019 18:13:00	7790040108707	SNACK 95G SALADIX ORIGINAL	48,35	N
801	04/07/2019 18:13:00	7790040125063	SNACK 95G SALADIX PAPAS CHEDDAR	58,5	N
802	04/07/2019 18:13:00	7790040125025	SNACK 95G SALADIX PAPAS BARBACOA	58,5	N
803	04/07/2019 18:13:00	7790040124974	SNACK 58G SALADIX PAPAS ORIGINAL	35,61	N
804	04/07/2019 18:13:00	7790040125018	SNACK 58G SALADIX PAPAS BARBACOA	35,61	N
805	04/07/2019 18:13:00	7790040111349	SNACK 70G SALADIX PIZZITAS	35,614	N
806	04/07/2019 18:13:00	7790040124950	SNACK 58G SALADIX PAPA PIRI PIRI	35,6125	N
807	04/07/2019 18:13:00	7790040123267	SNACK 67G SALADIX BURGERS	14,25	N
808	04/07/2019 18:13:00	7790040120211	SNACK 67G SALADIX CARIOCA	14,25	N
809	04/07/2019 18:13:00	7790310003039	SNACK 112G TWISTOS CUATRO QUESOS	57,2225	N
810	04/07/2019 18:13:00	7790310003022	SNACK 112G TWISTOS JAMON IBERICO	57,22	N
811	04/07/2019 18:13:00	7790310002995	SNACK 45G TWISTOS JAMON IBERICO	31,793	N
812	04/07/2019 18:13:00	7790310003008	SNACK 45G TWISTOS CUATRO QUESOS	31,793	N
813	04/07/2019 18:13:01	7793412000104	PAN REBANADO 380G LA ESPAÑOLA BLANCO - TRADICIONAL	52	N
814	04/07/2019 18:13:01	7793845000108	PAN REBANADO 380G LA ESPAÑOLA NEGRO - SALVADO	55	N
815	04/07/2019 18:13:01	7793412000050	PAN PARA PANCHO 220G LA ESPAÑOLA TRADICIONAL	31,4	N
816	04/07/2019 18:13:01	7793412000036	PAN DE MIGA X20 LA ESPAÑOLA TRADICIONAL 200G	70	N
817	04/07/2019 18:13:01	7793412000074	PAN PARA HAMBURGUESA 200G LA ESPAÑOLA TRADICIONAL	31,4	N
818	04/07/2019 18:13:01	7796989007620	PAN REBANADO 320G BIMBO BLANCO	76,3	Y
819	04/07/2019 18:13:01	7796989008450	PAN REBANADO 730G BIMBO LIVIANO	139,9	N
820	04/07/2019 18:13:01	7796989075803	PAN REBANADO 350G BIMBO INTEGRAL	79,46	Y
821	04/07/2019 18:13:01	7796989076046	PAN REBANADO 380G BIMBO LINO	92,18	N
822	04/07/2019 18:13:01	7796989075612	PAN REBANADO 400G BIMBO ARTESANO	82,7	N
823	04/07/2019 18:13:01	7796989075544	PAN REBANADO 500G BIMBO ARTESANO CON SEMILLAS	101,7	N
824	04/07/2019 18:13:01	7793890251432	PAN REBANADO 350G LACTAL SALVADO CON SEMILLAS	57,2	N
825	04/07/2019 18:13:01	7793890001129	PAN REBANADO 560G LACTAL TRADICIONAL	82,64	N
826	04/07/2019 18:13:01	7793890001143	PAN REBANADO 630G FARGO SALVADO	89	N
827	04/07/2019 18:13:01	7793890253146	PAN REBANADO 350G LACTAL SALVADO	54,1	N
828	04/07/2019 18:13:02	7793890253139	PAN CASERO 320G LACTAL TRADICIONAL	44,52	N
829	04/07/2019 18:13:02	7793890002799	PAN REBANADO 320G FARGO FINAS BLANCO BOLSA	57,35	Y
830	04/07/2019 18:13:02	7793890251012	PAN REBANADO 460G FARGO LACTEADO CLASICO	89	N
831	04/07/2019 18:13:02	7793890002805	PAN REBANADO 350G FARGO SALVADO DOBLE	60,4	Y
832	04/07/2019 18:13:02	7796989007729	PAN PARA PANCHO 210G BIMBO TRADICIONAL	50,85	Y
833	04/07/2019 18:13:02	7793890251883	PAN PARA PANCHO 230G FARGO CLASICO	44,5	Y
834	04/07/2019 18:13:02	7796989004292	PAN REBANADO 600G OROWEAT CEREALES	143,1	N
835	04/07/2019 18:13:02	7796989009983	PAN REBANADO 600G OROWEAT SEMILLAS	143,04	N
836	04/07/2019 18:13:02	7798139180054	PAN ARABE 320G VERO BLANCO	66,5	N
837	04/07/2019 18:13:02	7798317220015	NACHOS 200G CHAMACO VARIOS SABORES	45	N
838	04/07/2019 18:13:02	7790150350379	TE 25U LA VIRGINIA HIERBAS MENTOLADAS	32,79	N
839	04/07/2019 18:13:02	7790150696842	TE 20U LA VIRGINIA FRUTAS TROPICALES	49,89	N
840	04/07/2019 18:13:02	7790150255025	TE 20U LA VIRGINIA TE ROJO	46,1	N
841	04/07/2019 18:13:02	7790150320204	TE 25U LA VIRGINIA TILO	63,92	Y
842	04/07/2019 18:13:03	7790150396162	TE 20U LA VIRGINIA FRUTILLA	42,38	Y
843	04/07/2019 18:13:03	7790150696859	TE 20U LA VIRGINIA TE BLANCO	48,98	N
844	04/07/2019 18:13:03	7790150350133	TE 25U LA VIRGINIA CEDRON	36,17	N
845	04/07/2019 18:13:03	7790150260876	TE 25U LITORAL YERBA MATE	31,39	N
846	04/07/2019 18:13:03	7790387711844	TE 25U TARAGUI TILO	75,26	N
847	04/07/2019 18:13:03	7790387000849	TE 25U TARAGUI MATE COCIDO	31,54	N
848	04/07/2019 18:13:03	7790387010305	TE 25U TARAGUI CLASICO	27,1524	Y
849	04/07/2019 18:13:03	7790550000317	YERBA MATE 50U YER-VITA TRADICIONAL	75,16	Y
850	04/07/2019 18:13:03	7791979896568	MIEL 250G ANGY TRADICIONAL	22,8	N
851	04/07/2019 18:13:03	7790580120337	CHOCOLATE 290G AGUILA CON AVELLANAS	115,56	N
852	04/07/2019 18:13:03	7790580121310	MERMELADA 390G ARCOR FRUTILLA SIN AZUCAR	104,15	Y
853	04/07/2019 18:13:03	7790580509606	MERMELADA 454G ARCOR FRUTILLA	82,51	N
854	04/07/2019 18:13:03	7790580511500	MERMELADA 390G ARCOR CIRUELA LIGHT	65,95	N
855	04/07/2019 18:13:03	7790580511401	MERMELADA 390G ARCOR DAMASCO LIGHT	65,95	N
856	04/07/2019 18:13:04	7613036402927	LECHE CONDENSADA 395G NESTLE DESCREMADA	92,15	N
857	04/07/2019 18:13:04	7613036392471	LECHE CONDENSADA 395G NESTLE ENTERA	92,15	N
858	04/07/2019 18:13:04	7793360801709	MERMELADA 454G LA CAMPAGNOLA CIRUELA	70,34	Y
859	04/07/2019 18:13:04	7793360122965	MERMELADA 454G LA CAMPAGNOLA FRUTOS ROJOS	91,16	Y
860	04/07/2019 18:13:04	7793360803109	MERMELADA 454G LA CAMPAGNOLA DAMASCO	59,81	N
861	04/07/2019 18:13:04	7793360826306	MERMELADA 390G BC FRUTOS ROJOS	73,19	N
862	04/07/2019 18:13:04	7793360816604	MERMELADA 390G BC ARANDANO	99,15	N
863	04/07/2019 18:13:04	7793360835803	MERMELADA 390G BC FRAMBUESA	99,15	N
864	04/07/2019 18:13:04	7795184119756	MERMELADA 454G NOEL DURAZNO	57	N
865	04/07/2019 18:13:04	7795184119763	MERMELADA 454G NOEL DAMASCO	57	N
866	04/07/2019 18:13:04	7795184005103	MERMELADA 454G NOEL NARANJA	57	N
867	04/07/2019 18:13:04	7795184006001	MERMELADA 390G NOEL DURAZNO LIGHT	51,3	N
868	04/07/2019 18:13:04	7795184006209	MERMELADA 390G NOEL CIRUELA LIGHT	51,3	N
869	04/07/2019 18:13:04	7795184006407	MERMELADA 390G NOEL DAMASCO LIGHT	51,3	N
870	04/07/2019 18:13:04	7790742104205	DULCE DE LECHE 250G LA SERENISIMA COLONIAL	47,74	N
871	04/07/2019 18:13:05	7790742140609	DULCE DE LECHE 400G LA SERENISIMA COLONIAL	67,46	Y
872	04/07/2019 18:13:05	7790742067005	DULCE DE LECHE 400G LA SERENISIMA REPOSTERO	71,22	Y
873	04/07/2019 18:13:05	7790742144607	DULCE DE LECHE 400G LA SERENISIMA CLASICO	60,83	Y
874	04/07/2019 18:13:05	7790150811061	FILTRO DE CAFE 40U LA VIRGINIA NUM 4	60,51	N
875	04/07/2019 18:13:05	7790150101353	CAFE INSTANTANEO 170G LA VIRGINIA SUAVE BALANCEADO	122,52	Y
876	04/07/2019 18:13:05	7790150100356	CAFE INSTANTANEO 170G LA VIRGINIA CLASICO EQUILIBRADO	122,52	Y
877	04/07/2019 18:13:05	7790150100752	CAFE INSTANTANEO 100G LA VIRGINIA CLASICO EQUILIBRADO	81,44	Y
878	04/07/2019 18:13:05	7790150102039	CAFE INSTANTANEO 100G LA VIRGINIA SUAVE BALANCEADO	81,44	Y
879	04/07/2019 18:13:05	7790150100646	CAFE INSTANTANEO 50G LA VIRGINIA CLASICO EQUILIBRADO	44,24	N
880	04/07/2019 18:13:05	7790150006122	CAFE MOLIDO 250G LA VIRGINIA TORRADO CLASICO	67,23	N
881	04/07/2019 18:13:05	7790150006153	CAFE MOLIDO 500G LA VIRGINIA TORRADO CLASICO	135,725	Y
882	04/07/2019 18:13:05	7790150100387	CAFE INSTANTANEO 170G LA VIRGINIA CLASICO DOYPACK	105,43	Y
883	04/07/2019 18:13:05	7790150101384	CAFE INSTANTANEO 170G LA VIRGINIA SUAVE DOYPACK	88,54	Y
884	04/07/2019 18:13:05	7790150161357	CAFE INSTANTANEO 125G LA VIRGINIA CORTADO	63,23	N
885	04/07/2019 18:13:05	7790150161302	CAFE INSTANTANEO 125G LA VIRGINIA LATTE	64,52	N
886	04/07/2019 18:13:06	7613035067837	CAFE 170G DOLCA SUAVE	161,157	Y
887	04/07/2019 18:13:06	7613034235404	CAFE 170G DOLCA CLASICO DOYPACK	128,0992	Y
888	04/07/2019 18:13:06	7790170901902	CAFE MOLIDO 500G LA MORENITA CLASICO BALANCEADO	125,46	N
889	04/07/2019 18:13:06	7790550000157	CAFE 250G LA PLANTA CABRALES CLASICO	83,07	N
890	04/07/2019 18:13:06	7790550026638	CAFE 110G LA PLANTA CABRALES SUAVE	54,15	N
891	04/07/2019 18:13:06	7790580504809	DULCE 500G ARCOR BATATA CON CHOCOLATE	41,09	N
892	04/07/2019 18:13:06	7793046001119	DULCE 500G DULCOR BATATA	33,089	N
893	04/07/2019 18:13:06	7790580123406	BIZCOCHUELO 70G GODET TAZA CHOCOLATE	26,71	N
894	04/07/2019 18:13:06	7790580123390	BIZCOCHUELO 70G GODET TAZA VAINILLA CON GRANAS	26,71	N
895	04/07/2019 18:13:06	7790580123383	BIZCOCHUELO 70G GODET TAZA LIMON CON AMAPOLA	26,71	N
896	04/07/2019 18:13:06	7798174970016	AZUCAR 1KG AZUCEL TIPO A	39,75	Y
897	04/07/2019 18:13:06	7792540260138	AZUCAR 1KG LEDESMA CLASICA	38,37	Y
898	04/07/2019 18:13:06	7792129003736	EDULCORANTE 50U EQUAL SWEET SUCRALOSA	37,05	N
899	04/07/2019 18:13:06	7790490001795	ENDULZANTE 250CC BARNY TRADICIONAL	50,71	N
900	04/07/2019 18:13:07	7790490001788	ENDULZANTE 500CC BARNY TRADICIONAL	85,46	N
901	04/07/2019 18:13:07	7792850000066	ENDULZANTE 250CC CHUKER TRADICIONAL	55,3	N
902	04/07/2019 18:13:07	7792129001114	ENDULZANTE 500CC CHUKER TRADICIONAL	87,53	N
903	04/07/2019 18:13:07	7794940000758	ENDULZANTE 50U HILERET STEVIA	48,07	N
904	04/07/2019 18:13:07	7794940000109	ENDULZANTE 50U HILERET CLASICO	43,45	N
905	04/07/2019 18:13:07	7794940000192	ENDULZANTE 50U HILERET SWEET	40,27	N
906	04/07/2019 18:13:07	7794940000536	ENDULZANTE 500G HILERET LIGHT	45,67	N
907	04/07/2019 18:13:07	7794940000796	ENDULZANTE 200CC HILERET STEVIA	89,79	N
908	04/07/2019 18:13:07	7794940000819	ENDULZANTE 250CC HILERET CLASICO	47,76	N
909	04/07/2019 18:13:07	7794940000840	ENDULZANTE 400CC HILERET SWEET	77,48	N
910	04/07/2019 18:13:07	7794940000826	ENDULZANTE 500CC HILERET CLASICO	73,72	N
911	04/07/2019 18:13:07	7790150812808	EDULCORANTE 50U TUY STEVIA	33,57	N
912	04/07/2019 18:13:07	7790150812860	EDULCORANTE 50U TUY CLASICO	30	N
913	04/07/2019 18:13:07	7790150812600	EDULCORANTE 50U TUY SUCRA	33,04	N
914	04/07/2019 18:13:07	7790150812822	EDULCORANTE 100U TUY STEVIA	68,06	N
915	04/07/2019 18:13:08	7790150695944	EDULCORANTE 100U TUY SWEET	71,61	N
916	04/07/2019 18:13:08	7613034679215	LECHE EN POLVO 800G LA LECHERA NUTRICION BALANCEADA	289	N
917	04/07/2019 18:13:08	7613035375093	LECHE EN POLVO 400G SVELTY DESCREMADA	156,2	N
918	04/07/2019 18:13:08	7790742196606	LECHE EN POLVO 200G LA SERENISIMA DESCREMADA	70,36	Y
919	04/07/2019 18:13:08	7793940963001	LECHE EN POLVO 200G LA SERENISIMA ENTERA	70,36	Y
920	04/07/2019 18:13:08	7790742106308	LECHE EN POLVO 500G LA SERENISIMA ENTERA	132,82	N
921	04/07/2019 18:13:08	7790742106605	LECHE EN POLVO 400G LA SERENISIMA DESCREMADA	132,82	Y
922	04/07/2019 18:13:08	7793940064005	LECHE EN POLVO 500G LA SERENISIMA REDUCIDA EN LACTOSA	212,13	N
923	04/07/2019 18:13:08	7730908402981	CACAO EN POLVO 200G QUICKER CHOCOLATE	17,1	N
924	04/07/2019 18:13:08	7790580402808	CACAO EN POLVO 180G ARCOA CHOCOLATE	30,62	N
925	04/07/2019 18:13:08	7613034450074	CACAO EN POLVO 180G NESQUIK	40,9091	N
926	04/07/2019 18:13:08	7798174970214	CACAO EN POLVO 180G NUCAO CHOCOLATE	15,96	N
927	04/07/2019 18:13:08	7798153810494	CACAO EN POLVO 180G TODDY CHOCOLATE	25,63	N
928	04/07/2019 18:13:08	7622210701848	BIZCOCHUELO 500G ROYAL TORTA VAINILLA	70,54	N
929	04/07/2019 18:13:08	7790580110604	GELATINA 20G BC ANANA	28,39	N
930	04/07/2019 18:13:09	7790580112370	GELATINA 20G BC DURAZNO	28,39	N
931	04/07/2019 18:13:09	7790580110451	POSTRE 70G GODET CHOCOLATE	23,81	N
932	04/07/2019 18:13:09	7790580110475	POSTRE 70G GODET VAINILLA	20,11	N
933	04/07/2019 18:13:09	7790580110512	FLAN 30G GODET DULCE DE LECHE	14,25	N
934	04/07/2019 18:13:09	7790580110666	GELATINA 30G GODET DURAZNO	14,17	N
935	04/07/2019 18:13:09	7790580110697	GELATINA 30G GODET FRUTILLA	22,56	N
936	04/07/2019 18:13:09	7790580626600	BIZCOCHUELO 480G GODET CHOCOLATE	55,07	N
937	04/07/2019 18:13:09	7790580236519	BIZCOCHUELO 500G GODET MARMOLADA	55,07	N
938	04/07/2019 18:13:09	7790580626709	BIZCOCHUELO 480G GODET NARANJA	60,17	N
939	04/07/2019 18:13:09	7793360002038	CONSERVA 800G BC DURAZNOS	80,87	N
940	04/07/2019 18:13:10	7795933000557	PULPA FRUTILLAS BAHIA 420 GR	51,48	N
941	04/07/2019 18:13:10	7792350004571	LENTEJAS INALPA X 350 GR	22,93	N
942	04/07/2019 18:13:10	7792750000340	CONSERVA 380G MARBELLA CABALLA EN ACEITE	70,79	N
943	04/07/2019 18:13:10	7790079011078	CONSERVA 90G PALADINI PICADILLO DE CARNE	21,91	N
944	04/07/2019 18:13:10	7790360720115	CONSERVA 90G SWIFT PICADILLO DE CARNE	14,25	N
945	04/07/2019 18:13:10	7790360964540	CONSERVA 85G SWIFT PATE DE POLLO	31,2	N
946	04/07/2019 18:13:10	84773617504	LOMITOS DE ATUN 170G ROBINSON CRUSOE	90,9	N
947	04/07/2019 18:13:10	84773617580	CONSERVA 170G ROBINSON CRUSOE ATUN EN ACEITE	90,9	N
948	04/07/2019 18:13:10	7790645003155	CONSERVA 170G CARACAS LOMITOS DE ATUN AL NATURAL	71	Y
